Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,t_Stop,Stop,NoGo_Feedback
1,1658741283393,25/07/2022 09:28:03,1658741283334,1,25/07/2022 10:28:03,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,
2,1658741313419,25/07/2022 09:28:33,1658741313385,1,25/07/2022 10:28:33,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,1,1,1,Screen 1,Zone1,timelimit_screen,30001.761000000002,,,,,0,1,0,,,1,,,instructions,,,,,
3,1658741319576,25/07/2022 09:28:39,1658741319533,1,25/07/2022 10:28:39,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,2,1,1,Screen 1,advancementZone,continue_keyboard,6139.5999999996275,,,,,0,1,0,,,,,,practice instructions,,,,,
4,1658741320550,25/07/2022 09:28:40,1658741320514,1,25/07/2022 10:28:40,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,48,1,1,Screen 1,button,timelimit_screen,1000.1199999999953,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
5,1658741321542,25/07/2022 09:28:41,1658741321514,1,25/07/2022 10:28:41,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,48,1,2,Screen 2,button,timelimit_screen,1000.1240000000034,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
6,1658741322090,25/07/2022 09:28:42,1658741322072,1,25/07/2022 10:28:42,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,48,1,3,TEST,Zone2,response_keyboard_single,549.0999999996275,,,Right,1,0,1,0,,,,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
7,1658741323692,25/07/2022 09:28:43,1658741323664,1,25/07/2022 10:28:43,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,48,1,5,False,button,timelimit_screen,999.9409999999989,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
8,1658741323893,25/07/2022 09:28:43,1658741323864,1,25/07/2022 10:28:43,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,48,1,6,IsTrue,button,timelimit_screen,200.09300000000076,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
9,1658741324895,25/07/2022 09:28:44,1658741324864,1,25/07/2022 10:28:44,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,10,2,1,Screen 1,button,timelimit_screen,1000.0720000000001,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
10,1658741325892,25/07/2022 09:28:45,1658741325864,1,25/07/2022 10:28:45,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,10,2,2,Screen 2,button,timelimit_screen,1000.0380000000005,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
11,1658741327041,25/07/2022 09:28:47,1658741327016,1,25/07/2022 10:28:47,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,10,2,3,TEST,gosignal,gonogo,1150.0650000000023,,,NoGo,,1,0,0,,,,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
12,1658741327243,25/07/2022 09:28:47,1658741327214,1,25/07/2022 10:28:47,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,10,2,6,IsTrue,button,timelimit_screen,199.90899999999965,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
13,1658741328243,25/07/2022 09:28:48,1658741328214,1,25/07/2022 10:28:48,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,60,3,1,Screen 1,button,timelimit_screen,1000.1270000000004,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
14,1658741329240,25/07/2022 09:28:49,1658741329214,1,25/07/2022 10:28:49,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,60,3,2,Screen 2,button,timelimit_screen,1000.0889999999999,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
15,1658741330384,25/07/2022 09:28:50,1658741330364,1,25/07/2022 10:28:50,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,60,3,3,TEST,gosignal,gonogo,1149.934000000001,,,NoGo,,1,0,0,,,,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
16,1658741330595,25/07/2022 09:28:50,1658741330564,1,25/07/2022 10:28:50,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,60,3,6,IsTrue,button,timelimit_screen,200.07099999999627,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
17,1658741331582,25/07/2022 09:28:51,1658741331564,1,25/07/2022 10:28:51,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,32,4,1,Screen 1,button,timelimit_screen,999.7580000000016,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
18,1658741332578,25/07/2022 09:28:52,1658741332563,1,25/07/2022 10:28:52,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,32,4,2,Screen 2,button,timelimit_screen,1000.0740000000005,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
19,1658741333850,25/07/2022 09:28:53,1658741333714,1,25/07/2022 10:28:53,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,32,4,3,TEST,gosignal,gonogo,1150.063000000002,,,NoGo,,1,0,0,,,,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
20,1658741333943,25/07/2022 09:28:53,1658741333914,1,25/07/2022 10:28:53,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,32,4,6,IsTrue,button,timelimit_screen,200.30099999999948,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
21,1658741334944,25/07/2022 09:28:54,1658741334915,1,25/07/2022 10:28:54,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,33,1,1,Screen 1,button,timelimit_screen,1000.0609999999942,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
22,1658741335943,25/07/2022 09:28:55,1658741335915,1,25/07/2022 10:28:55,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,33,1,2,Screen 2,button,timelimit_screen,999.885000000002,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
23,1658741336603,25/07/2022 09:28:56,1658741336584,1,25/07/2022 10:28:56,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,33,1,3,TEST,Zone1,response_keyboard_single,659,,,Left,1,1,0,0,,,,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
24,1658741337329,25/07/2022 09:28:57,1658741337315,1,25/07/2022 10:28:57,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,33,1,6,IsTrue,button,timelimit_screen,199.8159999999989,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
25,1658741338343,25/07/2022 09:28:58,1658741338315,1,25/07/2022 10:28:58,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,51,5,1,Screen 1,button,timelimit_screen,1000.2169999999969,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,200,Left_nogo.png,IsTrue
26,1658741339328,25/07/2022 09:28:59,1658741339315,1,25/07/2022 10:28:59,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,51,5,2,Screen 2,button,timelimit_screen,999.872000000003,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,200,Left_nogo.png,IsTrue
27,1658741340543,25/07/2022 09:29:00,1658741340516,1,25/07/2022 10:29:00,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,51,5,3,TEST,gosignal,gonogo,1200.1489999999976,,,NoGo,,1,0,0,,,,,1,taskStop,Left_go.png,NoGo,200,Left_nogo.png,IsTrue
28,1658741340728,25/07/2022 09:29:00,1658741340716,1,25/07/2022 10:29:00,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,51,5,6,IsTrue,button,timelimit_screen,200.17900000000373,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,200,Left_nogo.png,IsTrue
29,1658741341736,25/07/2022 09:29:01,1658741341716,1,25/07/2022 10:29:01,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,57,2,1,Screen 1,button,timelimit_screen,999.8839999999982,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
30,1658741342732,25/07/2022 09:29:02,1658741342717,1,25/07/2022 10:29:02,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,57,2,2,Screen 2,button,timelimit_screen,999.9300000000003,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
31,1658741343437,25/07/2022 09:29:03,1658741343409,1,25/07/2022 10:29:03,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,57,2,3,TEST,Zone1,response_keyboard_single,684,,,Left,1,1,0,0,,,,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
32,1658741344140,25/07/2022 09:29:04,1658741344116,1,25/07/2022 10:29:04,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,57,2,6,IsTrue,button,timelimit_screen,200.28199999999924,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
33,1658741345143,25/07/2022 09:29:05,1658741345116,1,25/07/2022 10:29:05,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,54,3,1,Screen 1,button,timelimit_screen,999.9959999999992,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
34,1658741346141,25/07/2022 09:29:06,1658741346115,1,25/07/2022 10:29:06,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,54,3,2,Screen 2,button,timelimit_screen,1000.1070000000036,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
35,1658741346907,25/07/2022 09:29:06,1658741346880,1,25/07/2022 10:29:06,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,54,3,3,TEST,Zone2,response_keyboard_single,758.8999999994412,,,Right,1,1,0,0,,,,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
36,1658741347493,25/07/2022 09:29:07,1658741347466,1,25/07/2022 10:29:07,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,54,3,6,IsTrue,button,timelimit_screen,199.84799999999814,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
37,1658741354279,25/07/2022 09:29:14,1658741354255,1,25/07/2022 10:29:14,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,11,1,1,Screen 1,button,continue_keyboard,6774.200000000186,,,,,0,1,0,,,,,,practice end,,,,,
38,1658741358885,25/07/2022 09:29:18,1658741358871,1,25/07/2022 10:29:18,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,12,1,1,Screen 1,advancementZone,continue_keyboard,4609.700000000186,,,,,0,1,0,,,,,,task instructions,,,,,
39,1658741359891,25/07/2022 09:29:19,1658741359866,1,25/07/2022 10:29:19,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,3,4,1,Screen 1,button,timelimit_screen,999.9879999999976,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
40,1658741360896,25/07/2022 09:29:20,1658741360866,1,25/07/2022 10:29:20,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,3,4,2,Screen 2,button,timelimit_screen,1000.1720000000059,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
41,1658741361548,25/07/2022 09:29:21,1658741361528,1,25/07/2022 10:29:21,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,3,4,3,TEST,Zone2,response_keyboard_single,652.3999999994412,,,Right,1,1,0,0,,,,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
42,1658741362284,25/07/2022 09:29:22,1658741362266,1,25/07/2022 10:29:22,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,3,4,6,IsTrue,button,timelimit_screen,199.85699999998906,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
43,1658741363286,25/07/2022 09:29:23,1658741363267,1,25/07/2022 10:29:23,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,52,6,1,Screen 1,button,timelimit_screen,1000.2920000000013,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
44,1658741364279,25/07/2022 09:29:24,1658741364267,1,25/07/2022 10:29:24,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,52,6,2,Screen 2,button,timelimit_screen,1000.0679999999993,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
45,1658741365444,25/07/2022 09:29:25,1658741365417,1,25/07/2022 10:29:25,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,52,6,3,TEST,gosignal,gonogo,1150.0740000000078,,,NoGo,,1,0,0,,,,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
46,1658741365630,25/07/2022 09:29:25,1658741365617,1,25/07/2022 10:29:25,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,52,6,6,IsTrue,button,timelimit_screen,199.9829999999929,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
47,1658741366642,25/07/2022 09:29:26,1658741366617,1,25/07/2022 10:29:26,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,44,7,1,Screen 1,button,timelimit_screen,999.7869999999966,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
48,1658741367641,25/07/2022 09:29:27,1658741367617,1,25/07/2022 10:29:27,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,44,7,2,Screen 2,button,timelimit_screen,1000.1850000000122,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
49,1658741368785,25/07/2022 09:29:28,1658741368767,1,25/07/2022 10:29:28,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,44,7,3,TEST,gosignal,gonogo,1150.2339999999967,,,NoGo,,1,0,0,,,,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
50,1658741368994,25/07/2022 09:29:28,1658741368967,1,25/07/2022 10:29:28,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,44,7,6,IsTrue,button,timelimit_screen,199.95699999999488,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
51,1658741369988,25/07/2022 09:29:29,1658741369967,1,25/07/2022 10:29:29,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,37,5,1,Screen 1,button,timelimit_screen,999.9560000000056,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
52,1658741370981,25/07/2022 09:29:30,1658741370967,1,25/07/2022 10:29:30,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,37,5,2,Screen 2,button,timelimit_screen,1000.1110000000044,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
53,1658741371507,25/07/2022 09:29:31,1658741371480,1,25/07/2022 10:29:31,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,37,5,3,TEST,Zone2,response_keyboard_single,503.79999999981374,,,Right,1,1,0,0,,,,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
54,1658741372380,25/07/2022 09:29:32,1658741372367,1,25/07/2022 10:29:32,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,37,5,6,IsTrue,button,timelimit_screen,200.00999999999476,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
55,1658741373385,25/07/2022 09:29:33,1658741373367,1,25/07/2022 10:29:33,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,4,6,1,Screen 1,button,timelimit_screen,1000.1080000000075,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
56,1658741374390,25/07/2022 09:29:34,1658741374367,1,25/07/2022 10:29:34,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,4,6,2,Screen 2,button,timelimit_screen,1000.0219999999972,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
57,1658741375092,25/07/2022 09:29:35,1658741375065,1,25/07/2022 10:29:35,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,4,6,3,TEST,Zone2,response_keyboard_single,691.7000000001863,,,Right,1,1,0,0,,,,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
58,1658741375735,25/07/2022 09:29:35,1658741375717,1,25/07/2022 10:29:35,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,4,6,6,IsTrue,button,timelimit_screen,199.99099999999453,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
59,1658741376737,25/07/2022 09:29:36,1658741376717,1,25/07/2022 10:29:36,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,28,8,1,Screen 1,button,timelimit_screen,1000.0679999999993,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
60,1658741377745,25/07/2022 09:29:37,1658741377717,1,25/07/2022 10:29:37,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,28,8,2,Screen 2,button,timelimit_screen,1000.0390000000043,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
61,1658741378894,25/07/2022 09:29:38,1658741378867,1,25/07/2022 10:29:38,92270,31,task-ai5n,,23275882,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - Before Caffeine ,8,task full,task full,28,8,3,TEST,gosignal,gonogo,1150.0430000000051,,,NoGo,,1,0,0,,,,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
