Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,t_Stop,Stop,NoGo_Feedback
1,1658831295741,26/07/2022 10:28:15,1658831295694,1,26/07/2022 11:28:15,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,
2,1658831302908,26/07/2022 10:28:22,1658831302896,1,26/07/2022 11:28:22,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,1,1,1,Screen 1,button,continue_keyboard,7138.5999999996275,,,,,0,1,0,,,,,,instructions,,,,,
3,1658831306098,26/07/2022 10:28:26,1658831306074,1,26/07/2022 11:28:26,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,2,1,1,Screen 1,advancementZone,continue_keyboard,3172.2000000001863,,,,,0,1,0,,,,,,practice instructions,,,,,
4,1658831307087,26/07/2022 10:28:27,1658831307076,1,26/07/2022 11:28:27,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,55,1,1,Screen 1,button,timelimit_screen,1000.235999999999,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
5,1658831308112,26/07/2022 10:28:28,1658831308074,1,26/07/2022 11:28:28,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,55,1,2,Screen 2,button,timelimit_screen,1000.0910000000003,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
6,1658831309290,26/07/2022 10:28:29,1658831309275,1,26/07/2022 11:28:29,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,55,1,3,TEST,gosignal,gonogo,1200.0910000000003,,,NoGo,,1,0,0,,,,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
7,1658831309488,26/07/2022 10:28:29,1658831309475,1,26/07/2022 11:28:29,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,55,1,6,IsTrue,button,timelimit_screen,200.04999999999927,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
8,1658831310488,26/07/2022 10:28:30,1658831310475,1,26/07/2022 11:28:30,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,5,2,1,Screen 1,button,timelimit_screen,1000.0370000000003,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
9,1658831311509,26/07/2022 10:28:31,1658831311474,1,26/07/2022 11:28:31,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,5,2,2,Screen 2,button,timelimit_screen,1000.0500000000011,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
10,1658831312687,26/07/2022 10:28:32,1658831312674,1,26/07/2022 11:28:32,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,5,2,3,TEST,gosignal,gonogo,1200.0029999999988,,,NoGo,,1,0,0,,,,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
11,1658831312899,26/07/2022 10:28:32,1658831312874,1,26/07/2022 11:28:32,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,5,2,6,IsTrue,button,timelimit_screen,200.0600000000013,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
12,1658831313887,26/07/2022 10:28:33,1658831313874,1,26/07/2022 11:28:33,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,56,3,1,Screen 1,button,timelimit_screen,1000.0540000000001,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
13,1658831314899,26/07/2022 10:28:34,1658831314874,1,26/07/2022 11:28:34,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,56,3,2,Screen 2,button,timelimit_screen,1000.0499999999993,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
14,1658831316038,26/07/2022 10:28:36,1658831316025,1,26/07/2022 11:28:36,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,56,3,3,TEST,gosignal,gonogo,1150.0570000000007,,,NoGo,,1,0,0,,,,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
15,1658831316238,26/07/2022 10:28:36,1658831316224,1,26/07/2022 11:28:36,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,56,3,6,IsTrue,button,timelimit_screen,200.0069999999978,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
16,1658831317244,26/07/2022 10:28:37,1658831317224,1,26/07/2022 11:28:37,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,3,1,1,Screen 1,button,timelimit_screen,1000.0500000000029,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
17,1658831318245,26/07/2022 10:28:38,1658831318224,1,26/07/2022 11:28:38,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,3,1,2,Screen 2,button,timelimit_screen,999.7929999999978,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
18,1658831318757,26/07/2022 10:28:38,1658831318726,1,26/07/2022 11:28:38,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,3,1,3,TEST,Zone2,response_keyboard_single,493.09999999962747,,,Right,1,1,0,0,,,,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
19,1658831319653,26/07/2022 10:28:39,1658831319624,1,26/07/2022 11:28:39,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,3,1,6,IsTrue,button,timelimit_screen,200.04100000000108,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
20,1658831320639,26/07/2022 10:28:40,1658831320624,1,26/07/2022 11:28:40,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,28,4,1,Screen 1,button,timelimit_screen,1000.0319999999992,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
21,1658831321636,26/07/2022 10:28:41,1658831321624,1,26/07/2022 11:28:41,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,28,4,2,Screen 2,button,timelimit_screen,1000.010000000002,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
22,1658831322805,26/07/2022 10:28:42,1658831322774,1,26/07/2022 11:28:42,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,28,4,3,TEST,gosignal,gonogo,1149.9759999999987,,,NoGo,,1,0,0,,,,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
23,1658831322993,26/07/2022 10:28:42,1658831322974,1,26/07/2022 11:28:42,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,28,4,6,IsTrue,button,timelimit_screen,200.1140000000014,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
24,1658831324005,26/07/2022 10:28:44,1658831323973,1,26/07/2022 11:28:43,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,45,2,1,Screen 1,button,timelimit_screen,999.969000000001,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
25,1658831324987,26/07/2022 10:28:44,1658831324974,1,26/07/2022 11:28:44,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,45,2,2,Screen 2,button,timelimit_screen,1000.1059999999998,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
26,1658831325534,26/07/2022 10:28:45,1658831325514,1,26/07/2022 11:28:45,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,45,2,3,TEST,Zone2,response_keyboard_single,532.0999999996275,,,Right,1,1,0,0,,,,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
27,1658831326416,26/07/2022 10:28:46,1658831326374,1,26/07/2022 11:28:46,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,45,2,6,IsTrue,button,timelimit_screen,200.0119999999988,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
28,1658831327389,26/07/2022 10:28:47,1658831327374,1,26/07/2022 11:28:47,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,20,5,1,Screen 1,button,timelimit_screen,999.9440000000031,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
29,1658831328406,26/07/2022 10:28:48,1658831328374,1,26/07/2022 11:28:48,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,20,5,2,Screen 2,button,timelimit_screen,999.8449999999975,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
30,1658831329549,26/07/2022 10:28:49,1658831329525,1,26/07/2022 11:28:49,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,20,5,3,TEST,gosignal,gonogo,1150.3640000000014,,,NoGo,,1,0,0,,,,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
31,1658831329740,26/07/2022 10:28:49,1658831329724,1,26/07/2022 11:28:49,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,20,5,6,IsTrue,button,timelimit_screen,200.0089999999982,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
32,1658831330750,26/07/2022 10:28:50,1658831330725,1,26/07/2022 11:28:50,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,32,6,1,Screen 1,button,timelimit_screen,999.997000000003,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
33,1658831331736,26/07/2022 10:28:51,1658831331724,1,26/07/2022 11:28:51,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,32,6,2,Screen 2,button,timelimit_screen,999.8229999999967,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
34,1658831332899,26/07/2022 10:28:52,1658831332874,1,26/07/2022 11:28:52,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,32,6,3,TEST,gosignal,gonogo,1150.4040000000023,,,NoGo,,1,0,0,,,,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
35,1658831333094,26/07/2022 10:28:53,1658831333074,1,26/07/2022 11:28:53,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,32,6,6,IsTrue,button,timelimit_screen,199.95700000000215,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
36,1658831335100,26/07/2022 10:28:55,1658831335080,1,26/07/2022 11:28:55,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,11,1,1,Screen 1,button,continue_keyboard,1992.7999999998137,,,,,0,1,0,,,,,,practice end,,,,,
37,1658831336749,26/07/2022 10:28:56,1658831336728,1,26/07/2022 11:28:56,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,12,1,1,Screen 1,advancementZone,continue_keyboard,1642.6000000005588,,,,,0,1,0,,,,,,task instructions,,,,,
38,1658831337746,26/07/2022 10:28:57,1658831337725,1,26/07/2022 11:28:57,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,38,3,1,Screen 1,button,timelimit_screen,1000.0489999999991,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
39,1658831338751,26/07/2022 10:28:58,1658831338725,1,26/07/2022 11:28:58,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,38,3,2,Screen 2,button,timelimit_screen,1000.0410000000047,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
40,1658831339682,26/07/2022 10:28:59,1658831339657,1,26/07/2022 11:28:59,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,38,3,3,TEST,Zone2,response_keyboard_single,919.4000000003725,,,Right,1,1,0,0,,,,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
41,1658831340094,26/07/2022 10:29:00,1658831340074,1,26/07/2022 11:29:00,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,38,3,6,IsTrue,button,timelimit_screen,200.03899999999703,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
42,1658831341097,26/07/2022 10:29:01,1658831341075,1,26/07/2022 11:29:01,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,39,7,1,Screen 1,button,timelimit_screen,1000.0320000000065,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
43,1658831342096,26/07/2022 10:29:02,1658831342075,1,26/07/2022 11:29:02,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,39,7,2,Screen 2,button,timelimit_screen,999.7739999999976,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
44,1658831343297,26/07/2022 10:29:03,1658831343275,1,26/07/2022 11:29:03,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,39,7,3,TEST,gosignal,gonogo,1200.0829999999987,,,NoGo,,1,0,0,,,,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
45,1658831343496,26/07/2022 10:29:03,1658831343475,1,26/07/2022 11:29:03,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,39,7,6,IsTrue,button,timelimit_screen,200.1359999999986,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,200,Right_nogo.png,IsTrue
46,1658831344489,26/07/2022 10:29:04,1658831344475,1,26/07/2022 11:29:04,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,46,4,1,Screen 1,button,timelimit_screen,1000.1830000000045,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
47,1658831345495,26/07/2022 10:29:05,1658831345475,1,26/07/2022 11:29:05,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,46,4,2,Screen 2,button,timelimit_screen,1000.0449999999983,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
48,1658831346230,26/07/2022 10:29:06,1658831346209,1,26/07/2022 11:29:06,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,46,4,3,TEST,Zone2,response_keyboard_single,724.2999999998137,,,Right,1,1,0,0,,,,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
49,1658831346852,26/07/2022 10:29:06,1658831346825,1,26/07/2022 11:29:06,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,46,4,6,IsTrue,button,timelimit_screen,200.1929999999993,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,150,Right_go.png,NoGo
50,1658831347848,26/07/2022 10:29:07,1658831347825,1,26/07/2022 11:29:07,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,9,8,1,Screen 1,button,timelimit_screen,1000.010000000002,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,200,Left_nogo.png,IsTrue
51,1658831348839,26/07/2022 10:29:08,1658831348825,1,26/07/2022 11:29:08,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,9,8,2,Screen 2,button,timelimit_screen,999.9150000000009,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,200,Left_nogo.png,IsTrue
52,1658831350049,26/07/2022 10:29:10,1658831350025,1,26/07/2022 11:29:10,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,9,8,3,TEST,gosignal,gonogo,1200.201000000001,,,NoGo,,1,0,0,,,,,1,taskStop,Left_go.png,NoGo,200,Left_nogo.png,IsTrue
53,1658831350237,26/07/2022 10:29:10,1658831350225,1,26/07/2022 11:29:10,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,9,8,6,IsTrue,button,timelimit_screen,199.85800000000017,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,200,Left_nogo.png,IsTrue
54,1658831351252,26/07/2022 10:29:11,1658831351225,1,26/07/2022 11:29:11,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,57,5,1,Screen 1,button,timelimit_screen,1000.1610000000001,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
55,1658831352246,26/07/2022 10:29:12,1658831352225,1,26/07/2022 11:29:12,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,57,5,2,Screen 2,button,timelimit_screen,1000.0279999999984,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
56,1658831352876,26/07/2022 10:29:12,1658831352850,1,26/07/2022 11:29:12,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,57,5,3,TEST,Zone1,response_keyboard_single,613.9000000003725,,,Left,1,1,0,0,,,,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
57,1658831353647,26/07/2022 10:29:13,1658831353625,1,26/07/2022 11:29:13,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,57,5,6,IsTrue,button,timelimit_screen,199.99399999999878,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
58,1658831354646,26/07/2022 10:29:14,1658831354625,1,26/07/2022 11:29:14,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,19,9,1,Screen 1,button,timelimit_screen,999.9099999999962,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,200,Left_nogo.png,IsTrue
59,1658831355647,26/07/2022 10:29:15,1658831355626,1,26/07/2022 11:29:15,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,19,9,2,Screen 2,button,timelimit_screen,999.7940000000017,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,200,Left_nogo.png,IsTrue
60,1658831356855,26/07/2022 10:29:16,1658831356826,1,26/07/2022 11:29:16,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,19,9,3,TEST,gosignal,gonogo,1200.2620000000024,,,NoGo,,1,0,0,,,,,1,taskStop,Left_go.png,NoGo,200,Left_nogo.png,IsTrue
61,1658831357057,26/07/2022 10:29:17,1658831357025,1,26/07/2022 11:29:17,92270,33,task-1njw,,23305077,p003,6832166,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x1080,,Stop Signal Delay - After Caffeine ,7,task full ,task full ,19,9,6,IsTrue,button,timelimit_screen,200.03899999999703,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,200,Left_nogo.png,IsTrue
